kalimat,label
kirim 50.000,pengeluaran
orang tua dapat 20rb,pemasukan
keluar duit 5.000.000,pengeluaran
event refund 10 ribu,pemasukan
duit masuk 10 ribu,pemasukan
gaji uang 50.000 dari investasi,pemasukan
keluar duit 5000,pengeluaran
keluar duit 5000,pengeluaran
top up 750 ribu,pengeluaran
dikasih uang 5000 dari freelance,pemasukan
5000 buat pulsa,pengeluaran
hasil jual 10 ribu,pemasukan
duit masuk 5000,pemasukan
keluar uang paket data 50.000,pengeluaran
5.000.000 buat parkir,pengeluaran
duit masuk 20rb,pemasukan
proyek menang 50.000,pemasukan
hasil jual uang 5000 dari klien,pemasukan
750 ribu buat BBM,pengeluaran
membayar 750 ribu,pengeluaran
refund 5.000.000,pemasukan
duit masuk 20rb,pemasukan
duit masuk 250.000,pemasukan
10 ribu untuk transfer token listrik,pengeluaran
biaya nasi goreng 100k,pengeluaran
menjual uang 20rb dari endorse,pemasukan
beli parkir 5.000.000,pengeluaran
pengeluaran 250.000,pengeluaran
10 ribu dari donatur sebagai dapat,pemasukan
membeli 5.000.000,pengeluaran
biaya token listrik 2jt,pengeluaran
hasil jual 750 ribu,pemasukan
membeli 5000,pengeluaran
5000 dari toko sebagai menang,pemasukan
2jt dari orang tua sebagai donasi masuk,pemasukan
keluar duit 100k,pengeluaran
750 ribu dari toko sebagai ditransfer,pemasukan
isi saldo handphone 20rb,pengeluaran
pendapatan 2jt,pemasukan
bayar pulsa 250.000,pengeluaran
transfer masuk uang 5000 dari klien,pemasukan
dapat uang 10 ribu dari freelance,pemasukan
menerima 10 ribu,pemasukan
keluar duit 20rb,pengeluaran
biaya 5000,pengeluaran
biaya jajanan 250.000,pengeluaran
narik uang 5000,pengeluaran
konten youtube menang 1 juta,pemasukan
keluar duit 5000,pengeluaran
duit masuk 50.000,pemasukan
keluar duit 1 juta,pengeluaran
donasi masuk 10 ribu,pemasukan
bayar token listrik 5000,pengeluaran
refund 5000,pemasukan
5.000.000 untuk membeli nasi goreng,pengeluaran
teman menerima 20rb,pemasukan
duit masuk 750 ribu,pemasukan
dapat uang 20rb dari event,pemasukan
250.000 untuk keluar uang BBM,pengeluaran
250.000 untuk membayar tas,pengeluaran
5000 untuk ongkos es kopi,pengeluaran
100k dari proyek sebagai gaji,pemasukan
trading bonus 100k,pemasukan
gaji uang 2jt dari trading,pemasukan
keluar duit 1 juta,pengeluaran
ongkos 1 juta,pengeluaran
donatur hadiah 100k,pemasukan
pendapatan 250.000,pemasukan
terima uang 750 ribu dari bos,pemasukan
uang kembali uang 1 juta dari proyek,pemasukan
menang uang 250.000 dari freelance,pemasukan
1 juta dari teman sebagai hadiah,pemasukan
keluar duit 250.000,pengeluaran
hasil jual 1 juta,pemasukan
menang uang 1 juta dari trading,pemasukan
ongkos listrik 1 juta,pengeluaran
pengeluaran 50.000,pengeluaran
teman terima 1 juta,pemasukan
bayar motor 5000,pengeluaran
2jt buat komputer,pengeluaran
keluar duit 750 ribu,pengeluaran
750 ribu buat listrik,pengeluaran
5000 buat mobil,pengeluaran
membeli token listrik 2jt,pengeluaran
keluar uang 2jt,pengeluaran
duit masuk 250.000,pemasukan
gaji uang 2jt dari orang tua,pemasukan
10 ribu dari konten youtube sebagai uang kembali,pemasukan
20rb buat game online,pengeluaran
1 juta buat wifi,pengeluaran
duit masuk 5.000.000,pemasukan
tarik tunai pulsa 5.000.000,pengeluaran
toko hadiah 10 ribu,pemasukan
keluar duit 750 ribu,pengeluaran
duit masuk 5000,pemasukan
duit masuk 10 ribu,pemasukan
hasil jual uang 750 ribu dari donatur,pemasukan
donasi masuk uang 750 ribu dari trading,pemasukan
sumbangan 100k,pengeluaran
20rb dari investasi sebagai komisi,pemasukan
750 ribu buat jajanan,pengeluaran
duit masuk 1 juta,pemasukan
narik uang pulsa 100k,pengeluaran
20rb untuk spend motor,pengeluaran
orang tua hasil jual 10 ribu,pemasukan
bayar 100k,pengeluaran
keluar duit 750 ribu,pengeluaran
hadiah 100k,pemasukan
transfer buku 250.000,pengeluaran
20rb dari trading sebagai dapat,pemasukan
2jt buat game online,pengeluaran
duit masuk 250.000,pemasukan
bonus uang 750 ribu dari endorse,pemasukan
event pendapatan 2jt,pemasukan
duit masuk 50.000,pemasukan
20rb dari event sebagai ditransfer,pemasukan
event hadiah 10 ribu,pemasukan
2jt untuk bayar mobil,pengeluaran
duit masuk 2jt,pemasukan
keluar duit 2jt,pengeluaran
keluar duit 5.000.000,pengeluaran
100k buat token listrik,pengeluaran
membayar 1 juta,pengeluaran
50.000 dari endorse sebagai menerima,pemasukan
bos dikasih 1 juta,pemasukan
keluar duit 750 ribu,pengeluaran
1 juta untuk bayar ayam geprek,pengeluaran
5.000.000 buat ayam geprek,pengeluaran
duit masuk 100k,pemasukan
2jt untuk top up game online,pengeluaran
duit masuk 1 juta,pemasukan
10 ribu buat pulsa,pengeluaran
50.000 buat baju,pengeluaran
duit masuk 20rb,pemasukan
tarik tunai 250.000,pengeluaran
1 juta dari toko sebagai terima,pemasukan
5.000.000 untuk membeli motor,pengeluaran
pemasukan 750 ribu,pemasukan
hasil jual uang 250.000 dari donatur,pemasukan
gaji uang 50.000 dari donatur,pemasukan
5.000.000 untuk membayar handphone,pengeluaran
50.000 untuk sumbangan pulsa,pengeluaran
menang 2jt,pemasukan
keluar duit 1 juta,pengeluaran
menerima uang 10 ribu dari bos,pemasukan
10 ribu untuk top up air,pengeluaran
investasi komisi 20rb,pemasukan
750 ribu untuk donasi keluar token listrik,pengeluaran
1 juta untuk top up paket data,pengeluaran
keluar duit 5.000.000,pengeluaran
keluar duit 10 ribu,pengeluaran
freelance refund 5.000.000,pemasukan
uang kembali uang 2jt dari investasi,pemasukan
transfer masuk uang 20rb dari trading,pemasukan
250.000 buat baju,pengeluaran
duit masuk 2jt,pemasukan
donasi keluar 5000,pengeluaran
menerima uang 20rb dari trading,pemasukan
menjual 2jt,pemasukan
isi saldo es kopi 5.000.000,pengeluaran
5.000.000 untuk tarik tunai parkir,pengeluaran
spend 5.000.000,pengeluaran
250.000 untuk tarik tunai paket data,pengeluaran
duit masuk 250.000,pemasukan
keluar duit 1 juta,pengeluaran
5.000.000 buat parkir,pengeluaran
dikasih 1 juta,pemasukan
20rb buat mobil,pengeluaran
750 ribu untuk kirim token listrik,pengeluaran
duit masuk 1 juta,pemasukan
menerima uang 250.000 dari event,pemasukan
keluar duit 1 juta,pengeluaran
klien bonus 20rb,pemasukan
gaji uang 2jt dari donatur,pemasukan
membayar 5000,pengeluaran
20rb dari orang tua sebagai transfer masuk,pemasukan
transfer masuk uang 750 ribu dari teman,pemasukan
20rb buat buku,pengeluaran
250.000 buat mobil,pengeluaran
5000 untuk keluar uang sepatu,pengeluaran
menerima uang 50.000 dari klien,pemasukan
5.000.000 dari proyek sebagai bonus,pemasukan
10 ribu dari kerja part-time sebagai transfer masuk,pemasukan
5000 buat mobil,pengeluaran
membeli parkir 50.000,pengeluaran
habis untuk 5.000.000,pengeluaran
250.000 buat pulsa,pengeluaran
narik uang listrik 250.000,pengeluaran
membeli air 5.000.000,pengeluaran
20rb buat sepatu,pengeluaran
ditransfer 5.000.000,pemasukan
narik uang 100k,pengeluaran
5000 dari endorse sebagai transfer masuk,pemasukan
duit masuk 750 ribu,pemasukan
duit masuk 1 juta,pemasukan
20rb dari toko sebagai komisi,pemasukan
keluar duit 5.000.000,pengeluaran
jualan online transfer masuk 5000,pemasukan
100k buat baju,pengeluaran
250.000 buat jajanan,pengeluaran
trading donasi masuk 5.000.000,pemasukan
terima 2jt,pemasukan
beli 750 ribu,pengeluaran
pengeluaran baju 10 ribu,pengeluaran
250.000 dari donatur sebagai komisi,pemasukan
100k untuk top up paket data,pengeluaran
pendapatan 250.000,pemasukan
2jt dari bos sebagai ditransfer,pemasukan
habis untuk tas 1 juta,pengeluaran
duit masuk 5000,pemasukan
10 ribu buat mobil,pengeluaran
donasi masuk 20rb,pemasukan
pendapatan uang 1 juta dari konten youtube,pemasukan
100k buat sepatu,pengeluaran
keluar uang BBM 50.000,pengeluaran
ditransfer 50.000,pemasukan
10 ribu dari jualan online sebagai dapat,pemasukan
100k untuk keluar uang jajanan,pengeluaran
250.000 dari konten youtube sebagai donasi masuk,pemasukan
bos komisi 2jt,pemasukan
20rb dari jualan online sebagai komisi,pemasukan
keluar duit 20rb,pengeluaran
menang 1 juta,pemasukan
kerja part-time terima 750 ribu,pemasukan
2jt buat pulsa,pengeluaran
event bonus 50.000,pemasukan
uang kembali 20rb,pemasukan
donasi keluar komputer 750 ribu,pengeluaran
2jt buat parkir,pengeluaran
freelance gaji 5.000.000,pemasukan
endorse pemasukan 5.000.000,pemasukan
teman pemasukan 5.000.000,pemasukan
terima uang 20rb dari proyek,pemasukan
isi saldo pulsa 5.000.000,pengeluaran
tarik tunai token listrik 1 juta,pengeluaran
duit masuk 750 ribu,pemasukan
5.000.000 buat jajanan,pengeluaran
100k untuk kirim token listrik,pengeluaran
100k dari event sebagai dapat,pemasukan
keluar duit 1 juta,pengeluaran
ongkos listrik 5.000.000,pengeluaran
100k buat wifi,pengeluaran
bos menerima 20rb,pemasukan
5.000.000 dari proyek sebagai ditransfer,pemasukan
5.000.000 dari teman sebagai uang kembali,pemasukan
menjual uang 5000 dari event,pemasukan
transfer 10 ribu,pengeluaran
menang 10 ribu,pemasukan
komisi 1 juta,pemasukan
5.000.000 untuk transfer paket data,pengeluaran
5.000.000 buat komputer,pengeluaran
gaji 750 ribu,pemasukan
5.000.000 buat buku,pengeluaran
donatur terima 50.000,pemasukan
membayar pulsa 250.000,pengeluaran
event bonus 100k,pemasukan
2jt untuk biaya mobil,pengeluaran
keluar duit 2jt,pengeluaran
100k buat tas,pengeluaran
10 ribu buat buku,pengeluaran
donasi keluar 5.000.000,pengeluaran
5.000.000 buat tas,pengeluaran
keluar duit 250.000,pengeluaran
klien terima 50.000,pemasukan
duit masuk 100k,pemasukan
keluar uang es kopi 1 juta,pengeluaran
duit masuk 20rb,pemasukan
uang kembali uang 750 ribu dari endorse,pemasukan
hadiah uang 5.000.000 dari klien,pemasukan
donasi masuk 5000,pemasukan
proyek hasil jual 10 ribu,pemasukan
50.000 dari donatur sebagai menerima,pemasukan
komisi 5000,pemasukan
tarik tunai 250.000,pengeluaran
duit masuk 250.000,pemasukan
beli token listrik 2jt,pengeluaran
menjual uang 750 ribu dari klien,pemasukan
kirim motor 50.000,pengeluaran
duit masuk 750 ribu,pemasukan
top up token listrik 5.000.000,pengeluaran
menang 20rb,pemasukan
beli 5.000.000,pengeluaran
donatur dikasih 750 ribu,pemasukan
donatur donasi masuk 250.000,pemasukan
50.000 buat baju,pengeluaran
duit masuk 2jt,pemasukan
dapat 50.000,pemasukan
kirim 100k,pengeluaran
250.000 untuk biaya listrik,pengeluaran
750 ribu dari kerja part-time sebagai transfer masuk,pemasukan
narik uang 250.000,pengeluaran
sumbangan motor 250.000,pengeluaran
freelance menang 5000,pemasukan
10 ribu buat jajanan,pengeluaran
keluar duit 100k,pengeluaran
teman dapat 20rb,pemasukan
donasi masuk 250.000,pemasukan
duit masuk 2jt,pemasukan
gaji 5.000.000,pemasukan
biaya paket data 20rb,pengeluaran
teman dapat 100k,pemasukan
uang kembali 5.000.000,pemasukan
bonus uang 2jt dari endorse,pemasukan
250.000 buat air,pengeluaran
duit masuk 10 ribu,pemasukan
keluar duit 100k,pengeluaran
hadiah uang 10 ribu dari donatur,pemasukan
narik uang parkir 2jt,pengeluaran
trading transfer masuk 750 ribu,pemasukan
pemasukan 20rb,pemasukan
dapat 5000,pemasukan
menerima 10 ribu,pemasukan
event uang kembali 20rb,pemasukan
narik uang 5.000.000,pengeluaran
50.000 buat BBM,pengeluaran
10 ribu untuk bayar parkir,pengeluaran
dikasih uang 250.000 dari toko,pemasukan
komisi uang 100k dari toko,pemasukan
duit masuk 2jt,pemasukan
100k buat handphone,pengeluaran
donatur gaji 5000,pemasukan
2jt dari orang tua sebagai pendapatan,pemasukan
donasi masuk uang 20rb dari klien,pemasukan
transfer ayam geprek 10 ribu,pengeluaran
endorse refund 10 ribu,pemasukan
5000 untuk membayar buku,pengeluaran
20rb dari jualan online sebagai refund,pemasukan
5000 buat buku,pengeluaran
uang kembali uang 750 ribu dari trading,pemasukan
dikasih 1 juta,pemasukan
2jt untuk kirim sepatu,pengeluaran
5000 untuk bayar game online,pengeluaran
top up 50.000,pengeluaran
duit masuk 750 ribu,pemasukan
toko hadiah 1 juta,pemasukan
5.000.000 dari kerja part-time sebagai ditransfer,pemasukan
750 ribu buat es kopi,pengeluaran
5.000.000 untuk top up mobil,pengeluaran
ditransfer 250.000,pemasukan
5.000.000 untuk spend BBM,pengeluaran
5000 dari freelance sebagai menerima,pemasukan
keluar duit 20rb,pengeluaran
membayar listrik 50.000,pengeluaran
dikasih 250.000,pemasukan
2jt dari bos sebagai dapat,pemasukan
gaji uang 50.000 dari trading,pemasukan
investasi refund 750 ribu,pemasukan
5000 buat tas,pengeluaran
750 ribu dari freelance sebagai ditransfer,pemasukan
keluar duit 250.000,pengeluaran
5000 dari event sebagai hasil jual,pemasukan
keluar duit 100k,pengeluaran
spend jajanan 50.000,pengeluaran
20rb dari freelance sebagai donasi masuk,pemasukan
keluar duit 5000,pengeluaran
duit masuk 5.000.000,pemasukan
750 ribu buat ayam geprek,pengeluaran
biaya 10 ribu,pengeluaran
donasi masuk uang 250.000 dari konten youtube,pemasukan
teman refund 5.000.000,pemasukan
biaya parkir 50.000,pengeluaran
toko gaji 750 ribu,pemasukan
bonus uang 20rb dari teman,pemasukan
komisi 20rb,pemasukan
komisi uang 250.000 dari toko,pemasukan
ongkos komputer 10 ribu,pengeluaran
habis untuk 10 ribu,pengeluaran
5000 buat pulsa,pengeluaran
dikasih 10 ribu,pemasukan
2jt buat tas,pengeluaran
5.000.000 buat jajanan,pengeluaran
750 ribu untuk habis untuk tas,pengeluaran
10 ribu buat game online,pengeluaran
keluar duit 2jt,pengeluaran
pendapatan 1 juta,pemasukan
kirim token listrik 750 ribu,pengeluaran
dapat 750 ribu,pemasukan
20rb untuk isi saldo motor,pengeluaran
gaji 50.000,pemasukan
transfer buku 10 ribu,pengeluaran
isi saldo 750 ribu,pengeluaran
keluar duit 750 ribu,pengeluaran
trading refund 750 ribu,pemasukan
keluar duit 1 juta,pengeluaran
keluar duit 1 juta,pengeluaran
100k dari donatur sebagai menerima,pemasukan
10 ribu buat game online,pengeluaran
hadiah uang 50.000 dari orang tua,pemasukan
keluar duit 5.000.000,pengeluaran
sumbangan 750 ribu,pengeluaran
komisi 50.000,pemasukan
keluar duit 5000,pengeluaran
5.000.000 dari proyek sebagai hadiah,pemasukan
5.000.000 untuk bayar motor,pengeluaran
donatur terima 250.000,pemasukan
menerima 50.000,pemasukan
keluar duit 100k,pengeluaran
2jt dari trading sebagai menjual,pemasukan
uang kembali 5000,pemasukan
trading uang kembali 5.000.000,pemasukan
keluar duit 5.000.000,pengeluaran
duit masuk 1 juta,pemasukan
250.000 dari toko sebagai menang,pemasukan
10 ribu untuk pengeluaran es kopi,pengeluaran
20rb dari event sebagai pemasukan,pemasukan
transfer 10 ribu,pengeluaran
pengeluaran 50.000,pengeluaran
750 ribu buat es kopi,pengeluaran
keluar duit 50.000,pengeluaran
100k buat baju,pengeluaran
750 ribu dari orang tua sebagai ditransfer,pemasukan
duit masuk 50.000,pemasukan
proyek uang kembali 250.000,pemasukan
5000 buat nasi goreng,pengeluaran
jualan online ditransfer 1 juta,pemasukan
5.000.000 untuk membayar mobil,pengeluaran
biaya token listrik 2jt,pengeluaran
2jt untuk keluar uang listrik,pengeluaran
ongkos motor 5.000.000,pengeluaran
5000 dari donatur sebagai donasi masuk,pemasukan
100k buat buku,pengeluaran
tarik tunai 20rb,pengeluaran
dapat uang 50.000 dari klien,pemasukan
keluar uang paket data 5.000.000,pengeluaran
transfer parkir 2jt,pengeluaran
pemasukan 50.000,pemasukan
10 ribu untuk isi saldo parkir,pengeluaran
bayar wifi 2jt,pengeluaran
dikasih 5000,pemasukan
donasi masuk 100k,pemasukan
ongkos 2jt,pengeluaran
100k buat baju,pengeluaran
5000 dari endorse sebagai menang,pemasukan
duit masuk 250.000,pemasukan
refund 100k,pemasukan
bonus 750 ribu,pemasukan
keluar uang 250.000,pengeluaran
1 juta untuk bayar wifi,pengeluaran
beli 250.000,pengeluaran
komisi 10 ribu,pemasukan
2jt untuk top up ayam geprek,pengeluaran
duit masuk 20rb,pemasukan
50.000 buat token listrik,pengeluaran
duit masuk 1 juta,pemasukan
top up 10 ribu,pengeluaran
habis untuk 50.000,pengeluaran
keluar duit 2jt,pengeluaran
5.000.000 dari endorse sebagai pemasukan,pemasukan
toko gaji 10 ribu,pemasukan
proyek pendapatan 750 ribu,pemasukan
20rb buat parkir,pengeluaran
5.000.000 buat parkir,pengeluaran
bayar listrik 5000,pengeluaran
spend 50.000,pengeluaran
2jt untuk tarik tunai baju,pengeluaran
teman transfer masuk 5000,pemasukan
komisi uang 20rb dari kerja part-time,pemasukan
uang kembali uang 2jt dari freelance,pemasukan
100k buat handphone,pengeluaran
teman donasi masuk 250.000,pemasukan
terima uang 250.000 dari teman,pemasukan
duit masuk 250.000,pemasukan
10 ribu dari klien sebagai hadiah,pemasukan
5000 buat sepatu,pengeluaran
menerima uang 250.000 dari toko,pemasukan
transfer BBM 1 juta,pengeluaran
250.000 buat paket data,pengeluaran
50.000 untuk spend parkir,pengeluaran
top up BBM 50.000,pengeluaran
ongkos 1 juta,pengeluaran
duit masuk 5.000.000,pemasukan
biaya 20rb,pengeluaran
terima uang 20rb dari event,pemasukan
hasil jual 250.000,pemasukan
1 juta dari orang tua sebagai menerima,pemasukan
sumbangan 100k,pengeluaran
jualan online dikasih 2jt,pemasukan
gaji 5000,pemasukan
750 ribu dari orang tua sebagai komisi,pemasukan
membeli wifi 1 juta,pengeluaran
orang tua terima 750 ribu,pemasukan
konten youtube pemasukan 5000,pemasukan
20rb untuk donasi keluar es kopi,pengeluaran
transfer masuk uang 750 ribu dari donatur,pemasukan
konten youtube dikasih 5000,pemasukan
50.000 buat BBM,pengeluaran
dapat 5.000.000,pemasukan
keluar duit 5000,pengeluaran
1 juta untuk ongkos air,pengeluaran
isi saldo baju 1 juta,pengeluaran
pemasukan uang 10 ribu dari konten youtube,pemasukan
klien ditransfer 20rb,pemasukan
duit masuk 100k,pemasukan
50.000 untuk narik uang es kopi,pengeluaran
proyek komisi 5000,pemasukan
10 ribu dari kerja part-time sebagai menerima,pemasukan
20rb buat tas,pengeluaran
keluar duit 250.000,pengeluaran
pengeluaran 50.000,pengeluaran
pemasukan uang 50.000 dari trading,pemasukan
menerima uang 250.000 dari jualan online,pemasukan
orang tua dapat 2jt,pemasukan
pendapatan 1 juta,pemasukan
pendapatan 20rb,pemasukan
proyek transfer masuk 20rb,pemasukan
pendapatan 20rb,pemasukan
uang kembali uang 100k dari kerja part-time,pemasukan
1 juta buat mobil,pengeluaran
2jt untuk top up motor,pengeluaran
5.000.000 untuk pengeluaran wifi,pengeluaran
pemasukan 100k,pemasukan
750 ribu untuk narik uang komputer,pengeluaran
kirim 1 juta,pengeluaran
keluar duit 50.000,pengeluaran
750 ribu buat handphone,pengeluaran
duit masuk 20rb,pemasukan
ditransfer 20rb,pemasukan
10 ribu buat token listrik,pengeluaran
narik uang 250.000,pengeluaran
10 ribu dari kerja part-time sebagai hadiah,pemasukan
hadiah uang 750 ribu dari toko,pemasukan
2jt untuk sumbangan sepatu,pengeluaran
menjual uang 10 ribu dari kerja part-time,pemasukan
50.000 buat listrik,pengeluaran
250.000 dari event sebagai dapat,pemasukan
habis untuk 10 ribu,pengeluaran
duit masuk 50.000,pemasukan
10 ribu dari orang tua sebagai ditransfer,pemasukan
5.000.000 buat nasi goreng,pengeluaran
endorse refund 100k,pemasukan
narik uang 5.000.000,pengeluaran
duit masuk 750 ribu,pemasukan
komisi uang 1 juta dari konten youtube,pemasukan
top up es kopi 100k,pengeluaran
10 ribu dari event sebagai menjual,pemasukan
50.000 buat air,pengeluaran
50.000 untuk keluar uang tas,pengeluaran
freelance uang kembali 250.000,pemasukan
pengeluaran nasi goreng 5.000.000,pengeluaran
10 ribu buat ayam geprek,pengeluaran
duit masuk 50.000,pemasukan
beli 5000,pengeluaran
dapat uang 10 ribu dari bos,pemasukan
1 juta buat listrik,pengeluaran
250.000 buat sepatu,pengeluaran
pengeluaran pulsa 250.000,pengeluaran
ongkos 1 juta,pengeluaran
50.000 buat parkir,pengeluaran
keluar duit 100k,pengeluaran
bonus uang 1 juta dari investasi,pemasukan
5.000.000 untuk ongkos game online,pengeluaran
biaya 5000,pengeluaran
donatur donasi masuk 50.000,pemasukan
keluar duit 5000,pengeluaran
duit masuk 20rb,pemasukan
5.000.000 dari orang tua sebagai ditransfer,pemasukan
